adr,arps,avg_goal_success,entropy,grad_norm,num_steps,num_steps_per_episode_mean,num_steps_per_episode_std,policy_loss,remaining,return_per_episode_mean,return_per_episode_std,sps,success_per_episode_mean,success_per_episode_std,value,value_loss,violation_per_episode_mean,violation_per_episode_std
-0.1573840231298921,-0.0008610303420675205,"{((frozenset({magenta}), frozenset()),) x 0: 0.14814814814814814, ((frozenset({yellow}), frozenset()),) x 0: 0.2608695652173913, ((frozenset({blue}), frozenset()),) x 0: 0.1951219512195122, ((frozenset({green}), frozenset()),) x 0: 0.3333333333333333}",1.0205907672643661,0.08148926477792255,65536,502.8728813559322,286.1430407559368,0.009915581968925835,2:48:42,-0.3813559322033898,0.8327969163131793,1475.3321910800312,0.2288135593220339,0.42006894004724515,-0.03505936951842159,0.020095852145459503,0.0,0.0
-0.1192221254646334,-0.0004626825607415391,"{((frozenset({green}), frozenset()),) x 0: 0.25925925925925924, ((frozenset({blue}), frozenset()),) x 0: 0.16129032258064516, ((frozenset({magenta}), frozenset()),) x 0: 0.20689655172413793, ((frozenset({yellow}), frozenset()),) x 0: 0.2}",1.061899807304144,0.05564056563343158,131072,593.9017857142857,286.0529408987281,0.010682526713935658,2:45:18,-0.4017857142857143,0.8068879970577815,1499.1404225279393,0.20535714285714285,0.40396235806655784,-0.04836318816523999,0.009141667207586579,0.0,0.0
-0.04188217407860391,-0.00022564938005410076,"{((frozenset({blue}), frozenset()),) x 0: 0.125, ((frozenset({magenta}), frozenset()),) x 0: 0.19047619047619047, ((frozenset({yellow}), frozenset()),) x 0: 0.0, ((frozenset({green}), frozenset()),) x 0: 0.14285714285714285}",1.1034255549311638,0.03354969359352925,196608,836.1466666666666,246.29406236358102,0.0017933078970600036,2:33:49,-0.17333333333333334,0.5971785513748985,1603.9212236448334,0.10666666666666667,0.30868898407440604,-0.048076101462356746,0.002991687804751564,0.0,0.0
0.035208674248046426,0.00022210494077449142,"{((frozenset({magenta}), frozenset()),) x 0: 0.10526315789473684, ((frozenset({blue}), frozenset()),) x 0: 0.0, ((frozenset({green}), frozenset()),) x 0: 0.15, ((frozenset({yellow}), frozenset()),) x 0: 0.0}",1.1533261500298977,0.019533582195456714,262144,955.2028985507246,164.86213649461607,-0.0010764031758299097,1:42:08,0.07246376811594203,0.2592542582608452,2404.6769410642246,0.07246376811594203,0.2592542582608452,0.007396392036753241,0.000822143821096688,0.0,0.0
0.016955122272758617,9.781466362718024e-05,"{((frozenset({magenta}), frozenset()),) x 0: 0.14285714285714285, ((frozenset({green}), frozenset()),) x 0: 0.05263157894736842, ((frozenset({blue}), frozenset()),) x 0: 0.0, ((frozenset({yellow}), frozenset()),) x 0: 0.09090909090909091}",1.2275967635214329,0.01894137271260092,327680,977.8615384615384,107.37552749730939,0.00029135602130736515,1:42:14,0.046153846153846156,0.273482905148172,2391.842000229997,0.06153846153846154,0.24031537464328165,0.0234380925539881,0.0007605208629684057,0.0,0.0
0.03676110089756237,0.00022213436838284116,"{((frozenset({blue}), frozenset()),) x 0: 0.14285714285714285, ((frozenset({magenta}), frozenset()),) x 0: 0.11764705882352941, ((frozenset({yellow}), frozenset()),) x 0: 0.1111111111111111, ((frozenset({green}), frozenset()),) x 0: 0.07142857142857142}",1.286260586231947,0.022122045159738847,393216,945.4857142857143,161.2314877840592,-7.881635224293859e-05,1:40:21,0.08571428571428572,0.3681171064778607,2425.5765274692103,0.11428571428571428,0.318157963590287,0.03393894270993769,0.001329773162069614,0.0,0.0
0.025871711909830702,0.0003705705032490994,"{((frozenset({yellow}), frozenset()),) x 0: 0.16666666666666666, ((frozenset({green}), frozenset()),) x 0: 0.20689655172413793, ((frozenset({blue}), frozenset()),) x 0: 0.058823529411764705, ((frozenset({magenta}), frozenset()),) x 0: 0.08333333333333333}",1.3724613785743713,0.030200036496948853,458752,872.25,248.30266574442868,0.0009707889066703501,1:36:21,0.0,0.5380275868489703,2514.9816473379656,0.14473684210526316,0.35183531466107726,0.012829835643060505,0.002352724419324659,0.0,0.0
0.05034356743103176,0.00042495748067532577,"{((frozenset({green}), frozenset()),) x 0: 0.2631578947368421, ((frozenset({yellow}), frozenset()),) x 0: 0.13333333333333333, ((frozenset({blue}), frozenset()),) x 0: 0.08, ((frozenset({magenta}), frozenset()),) x 0: 0.06666666666666667}",1.445009469985962,0.031200156819035645,524288,919.6081081081081,205.07756064524594,-6.771392759219452e-05,1:35:33,0.0945945945945946,0.4083228359388683,2524.7935266034874,0.13513513513513514,0.3418678551533384,0.04132642410695553,0.0014895695785526186,0.0,0.0
0.12002757965550065,0.0008959464633670888,"{((frozenset({magenta}), frozenset()),) x 0: 0.2777777777777778, ((frozenset({green}), frozenset()),) x 0: 0.3157894736842105, ((frozenset({yellow}), frozenset()),) x 0: 0.35294117647058826, ((frozenset({blue}), frozenset()),) x 0: 0.10526315789473684}",1.4891785383224487,0.041883664506949504,589824,856.2054794520548,275.45613274324825,-0.0025455977447563782,1:36:14,0.2602739726027397,0.43878403775471136,2495.439188331162,0.2602739726027397,0.43878403775471136,0.06538241845555604,0.002422706354991533,0.0,0.0
0.1241634988505692,0.0008790015052259851,"{((frozenset({green}), frozenset()),) x 0: 0.16666666666666666, ((frozenset({yellow}), frozenset()),) x 0: 0.08333333333333333, ((frozenset({magenta}), frozenset()),) x 0: 0.3684210526315789, ((frozenset({blue}), frozenset()),) x 0: 0.35714285714285715}",1.5338937938213348,0.03154429758498754,655360,850.4155844155844,277.27474070864815,-0.0026260227855345875,1:49:01,0.2727272727272727,0.44536177141512323,2192.9773223372276,0.2727272727272727,0.44536177141512323,0.07845052587799728,0.002716379131015856,0.0,0.0
0.08258225195590198,0.0006280671154199702,"{((frozenset({magenta}), frozenset()),) x 0: 0.07142857142857142, ((frozenset({green}), frozenset()),) x 0: 0.3333333333333333, ((frozenset({blue}), frozenset()),) x 0: 0.13333333333333333, ((frozenset({yellow}), frozenset()),) x 0: 0.15384615384615385}",1.553102072328329,0.025785502989239806,720896,899.6712328767123,237.21425808948706,8.192766972570098e-05,2:11:16,0.1780821917808219,0.38258191900736827,1812.9447851418176,0.1780821917808219,0.38258191900736827,0.08353527449071407,0.0016780885634943843,0.0,0.0
0.11087319171353864,0.0009808640936857173,"{((frozenset({blue}), frozenset()),) x 0: 0.09090909090909091, ((frozenset({magenta}), frozenset()),) x 0: 0.25, ((frozenset({green}), frozenset()),) x 0: 0.3157894736842105, ((frozenset({yellow}), frozenset()),) x 0: 0.13333333333333333}",1.5845118947327137,0.030856068253771216,786432,869.4605263157895,283.9083173356402,-0.0008340456943187746,1:40:24,0.19736842105263158,0.39801272269089927,2359.1576286158797,0.19736842105263158,0.39801272269089927,0.07425746787339449,0.0018575400463305414,0.0,0.0
0.14166259987008123,0.0012531984726354333,"{((frozenset({yellow}), frozenset()),) x 0: 0.045454545454545456, ((frozenset({blue}), frozenset()),) x 0: 0.25806451612903225, ((frozenset({magenta}), frozenset()),) x 0: 0.375, ((frozenset({green}), frozenset()),) x 0: 0.3}",1.6040640585124493,0.03174298715894472,851968,834.4683544303797,320.7323437702068,-0.0011393958748158184,1:40:04,0.22784810126582278,0.41944408926027565,2356.1841703162454,0.22784810126582278,0.41944408926027565,0.0830362681299448,0.0021133280533831567,0.0,0.0
0.13312401026180032,0.0009171058961118895,"{((frozenset({magenta}), frozenset()),) x 0: 0.25, ((frozenset({blue}), frozenset()),) x 0: 0.27586206896551724, ((frozenset({green}), frozenset()),) x 0: 0.4666666666666667, ((frozenset({yellow}), frozenset()),) x 0: 0.25}",1.6101865470409393,0.027461655038311,917504,837.5625,280.0474443621116,-0.0019243103179178433,1:33:28,0.3,0.45825756949558394,2510.8366237832333,0.3,0.45825756949558394,0.09740740060806274,0.002791381255519809,0.0,0.0
0.1777009270643892,0.0016478914355852192,"{((frozenset({blue}), frozenset()),) x 0: 0.3076923076923077, ((frozenset({green}), frozenset()),) x 0: 0.45454545454545453, ((frozenset({magenta}), frozenset()),) x 0: 0.25, ((frozenset({yellow}), frozenset()),) x 0: 0.25}",1.6100510507822037,0.026446307444218366,983040,790.710843373494,336.5017241625204,-0.002733487343903107,1:34:01,0.3132530120481928,0.4638163025281965,2484.412151315482,0.3132530120481928,0.4638163025281965,0.09175726003013551,0.0029035766565357335,0.0,0.0
